,time (hr),concentration (ug/ml),viability (%),Hydrodynamic diameter (nm),Zeta potential (mV)
2364,48.0,50.0,76.377,34.64,30.53
2365,48.0,100.0,75.797,34.64,5.640000000000001
2366,6.0,0.1,91.846,9.0,19.950000000000003
2367,6.0,1.0,87.846,9.0,-31.8
2368,6.0,10.0,87.077,9.0,19.950000000000003
2369,6.0,50.0,82.0,9.0,-7.0
2370,6.0,100.0,72.462,9.0,2.1999999999999993
2371,24.0,0.1,61.041,9.0,5.5
2372,24.0,1.0,56.962,9.0,10.400000000000002
2373,24.0,10.0,72.152,9.0,-60.7
2374,24.0,50.0,76.793,9.0,-43.0
2375,24.0,100.0,64.276,9.0,-36.25
2376,48.0,0.1,61.159,9.0,-36.5
2377,48.0,1.0,66.377,9.0,-36.5
2378,48.0,10.0,77.681,9.0,20.14
2379,48.0,50.0,71.594,9.0,-20.51
2380,48.0,100.0,62.029,9.0,-20.51
2381,6.0,0.1,83.538,28.33,49.26
2382,6.0,1.0,90.462,28.33,49.26
2383,6.0,10.0,85.385,28.33,49.26
2384,6.0,50.0,87.538,28.33,49.26
2385,6.0,100.0,80.0,28.33,49.26
2386,24.0,0.1,87.482,28.33,49.26
2387,24.0,1.0,100.0,28.33,49.26
2388,24.0,10.0,88.326,28.33,49.26
2389,24.0,50.0,85.654,28.33,49.26
2390,24.0,100.0,76.371,28.33,49.26
2391,48.0,0.1,41.739,28.33,49.26
2392,48.0,1.0,76.377,28.33,49.26
2393,48.0,10.0,84.348,28.33,49.26
2394,48.0,50.0,74.783,28.33,49.26
2395,48.0,100.0,63.478,28.33,49.26
2396,6.0,0.1,74.644,34.64,49.26
2397,6.0,1.0,74.217,34.64,49.26
2398,6.0,10.0,77.066,34.64,60.480000000000004
2399,6.0,50.0,78.49,34.64,59.53
2400,6.0,100.0,74.644,34.64,59.53
2401,24.0,0.1,45.416,34.64,49.26
2402,24.0,1.0,50.776,34.64,49.26
2403,24.0,10.0,52.186,34.64,60.480000000000004
2404,24.0,50.0,52.609,34.64,22.515
2405,24.0,100.0,48.801,34.64,60.010000000000005
2406,48.0,0.1,59.746,34.64,10.079999999999998
2407,48.0,1.0,63.559,34.64,3.3999999999999986
2408,48.0,10.0,56.921,34.64,60.010000000000005
2409,48.0,50.0,51.695,34.64,7.965
2410,48.0,100.0,62.571,34.64,24.369999999999997
2411,6.0,0.1,81.339,9.0,19.950000000000003
2412,6.0,1.0,78.775,9.0,19.950000000000003
2413,6.0,10.0,61.681,9.0,51.55
2414,6.0,50.0,55.84,9.0,15.130000000000003
2415,6.0,100.0,48.86,9.0,-40.5
2416,24.0,0.1,39.21,9.0,-21.8
2417,24.0,1.0,42.172,9.0,-38.7
2418,24.0,10.0,47.814,9.0,10.400000000000002
2419,24.0,50.0,45.98,9.0,6.930000000000003
2420,24.0,100.0,38.787,9.0,-40.5
2421,48.0,0.1,47.458,9.0,-27.45
2422,48.0,1.0,52.542,9.0,-36.5
2423,48.0,10.0,62.994,9.0,-39.894999999999996
2424,48.0,50.0,50.282,9.0,-40.5
2425,48.0,100.0,48.305,9.0,-29.01
2426,6.0,0.1,76.068,28.33,49.26
2427,6.0,1.0,100.0,28.33,49.26
2428,6.0,10.0,94.302,28.33,49.26
2429,6.0,50.0,95.726,28.33,49.26
2430,6.0,100.0,86.61,28.33,49.26
2431,24.0,0.1,49.647,28.33,49.26
2432,24.0,1.0,55.289,28.33,49.26
2433,24.0,10.0,53.032,28.33,49.26
2434,24.0,50.0,55.007,28.33,49.26
2435,24.0,100.0,51.622,28.33,49.26
2436,48.0,0.1,51.13,28.33,49.26
2437,48.0,1.0,52.119,28.33,49.26
2438,48.0,10.0,48.87,28.33,49.26
2439,48.0,50.0,43.644,28.33,49.26
2440,48.0,100.0,39.831,28.33,49.26
2441,4.0,6.0,76.548,226.75,4.099999999999998
2442,4.0,12.5,61.924,161.4,7.6
2443,4.0,25.0,47.826,187.35000000000002,18.2
2444,4.0,50.0,41.765,92.05000000000001,28.8
2445,4.0,100.0,26.482,210.0,18.2
2446,4.0,200.0,11.726,250.0,-12.25
2447,24.0,6.0,51.779,154.85,-33.230000000000004
2448,24.0,12.5,46.245,147.75,-93.05
2449,24.0,25.0,44.005,557.5,46.650000000000006
2450,24.0,50.0,31.094,162.71,12.55
2451,24.0,100.0,27.8,75.125,66.57
2452,24.0,200.0,18.05,194.2,12.8
2453,4.0,6.0,88.921,171.05,17.65
2454,4.0,12.5,73.381,52.02,25.200000000000003
2455,4.0,25.0,58.417,240.85,4.950000000000001
2456,4.0,50.0,45.755,199.95,21.6
2457,4.0,100.0,12.086,92.05000000000001,28.8
2458,4.0,200.0,0.14388,214.25,18.2
2459,24.0,6.0,74.82,15.0,-39.55
2460,24.0,12.5,64.604,550.15,17.5
2461,24.0,25.0,53.669,131.9,45.12
2462,24.0,50.0,43.309,16.5,-32.81
2463,24.0,100.0,4.6043,85.5,21.3
2464,24.0,200.0,2.446,214.25,18.2
2465,4.0,6.0,70.014,161.7,-8.65
2466,4.0,12.5,63.989,157.15,14.600000000000001
2467,4.0,25.0,51.076,92.05000000000001,28.8
2468,4.0,50.0,40.459,92.05000000000001,28.8
2469,4.0,100.0,24.534,301.85,-19.25
2470,4.0,200.0,8.4648,214.25,18.2
2471,24.0,6.0,70.588,149.1,61.44
2472,24.0,12.5,69.01,178.7,41.519999999999996
2473,24.0,25.0,41.607,22.415,25.67
2474,24.0,50.0,32.281,164.065,-6.38
2475,24.0,100.0,23.529,307.65,20.150000000000002
2476,24.0,200.0,13.056,118.935,-5.864999999999998
2477,4.0,6.0,103.13,10.9,13.150000000000002
2478,4.0,12.5,85.755,276.04999999999995,-23.05
2479,4.0,25.0,65.67,206.9,-0.3150000000000004
2480,4.0,50.0,53.704,301.85,-19.25
2481,4.0,100.0,45.299,302.75,-19.25
2482,4.0,200.0,11.396,250.0,-12.25
2483,24.0,6.0,65.242,20.415,20.54
2484,24.0,12.5,69.373,178.7,41.519999999999996
2485,24.0,25.0,53.134,109.25,45.12
2486,24.0,50.0,40.456,134.64499999999998,-3.7499999999999982
2487,24.0,100.0,15.385,158.75,15.05
2488,24.0,200.0,1.567,214.25,18.2
2489,24.0,5.0,98.923,21.0,31.490000000000002
2490,24.0,25.0,97.981,21.0,-29.9
2491,24.0,50.0,95.155,21.0,-9.510000000000002
2492,24.0,75.0,94.886,21.0,-29.45
2493,24.0,100.0,93.809,21.0,-7.800000000000001
2494,24.0,5.0,97.981,24.6,-8.72
2495,24.0,25.0,91.117,24.6,8.29
2496,24.0,50.0,76.312,24.6,-12.809999999999999
2497,24.0,75.0,59.758,24.6,-21.715
2498,24.0,100.0,44.684,24.6,0.40000000000000036
2499,24.0,5.0,98.654,27.3,-1.7149999999999999
2500,24.0,25.0,96.904,27.3,-29.45
2501,24.0,50.0,84.253,27.3,20.27
2502,24.0,75.0,68.775,27.3,-21.715
2503,24.0,100.0,66.622,27.3,-21.025
2504,24.0,5.0,99.038,21.0,31.490000000000002
2505,24.0,25.0,95.879,21.0,-10.749999999999998
2506,24.0,50.0,94.918,21.0,-9.510000000000002
2507,24.0,75.0,94.918,21.0,-29.45
2508,24.0,100.0,93.819,21.0,-7.800000000000001
2509,24.0,5.0,95.604,24.6,-8.72
2510,24.0,25.0,90.385,24.6,8.29
2511,24.0,50.0,79.808,24.6,-12.809999999999999
2512,24.0,75.0,59.753,24.6,-21.715
2513,24.0,100.0,55.632,24.6,12.379999999999999
2514,24.0,5.0,96.566,27.3,-0.025000000000000355
2515,24.0,25.0,91.484,27.3,-25.115
2516,24.0,50.0,84.615,27.3,20.27
2517,24.0,75.0,79.808,27.3,-21.085
2518,24.0,100.0,62.637,27.3,-28.915
2519,24.0,50.0,107.27,1.5,-9.72
2520,24.0,100.0,96.364,1.5,-9.72
2521,24.0,200.0,87.879,1.5,-9.72
2522,24.0,50.0,90.909,1.5,-8.1
2523,24.0,100.0,55.455,1.5,-8.1
2524,24.0,200.0,35.455,1.5,-8.1
2525,24.0,50.0,100.0,8.0,-6.96
2526,24.0,100.0,82.424,8.0,-6.96
2527,24.0,200.0,56.364,8.0,-6.96
2528,24.0,50.0,95.152,8.0,-9.64
2529,24.0,100.0,87.879,8.0,-9.64
2530,24.0,200.0,76.364,8.0,-9.64
2531,24.0,50.0,105.76,25.0,-9.78
2532,24.0,100.0,99.091,25.0,-9.78
2533,24.0,200.0,100.3,25.0,-9.78
2534,24.0,50.0,101.21,25.0,-10.3
2535,24.0,100.0,91.818,25.0,-10.3
2536,24.0,200.0,75.152,25.0,-10.3
2537,24.0,50.0,109.09,50.0,-7.28
2538,24.0,100.0,98.182,50.0,-7.28
2539,24.0,200.0,101.82,50.0,-7.28
2540,24.0,50.0,95.152,50.0,-11.0
2541,24.0,100.0,91.818,50.0,-11.0
2542,24.0,200.0,79.394,50.0,-11.0
2543,24.0,50.0,100.3,1.5,-9.72
2544,24.0,100.0,90.719,1.5,-9.72
2545,24.0,200.0,87.126,1.5,-9.72
2546,24.0,50.0,89.222,1.5,-8.1
2547,24.0,100.0,84.431,1.5,-8.1
2548,24.0,200.0,61.078,1.5,-8.1
2549,24.0,50.0,99.401,8.0,-6.96
2550,24.0,100.0,94.91,8.0,-6.96
2551,24.0,200.0,87.725,8.0,-6.96
2552,24.0,50.0,102.99,8.0,-9.64
2553,24.0,100.0,94.91,8.0,-9.64
2554,24.0,200.0,70.659,8.0,-9.64
2555,24.0,50.0,100.3,25.0,-9.78
2556,24.0,100.0,90.719,25.0,-9.78
2557,24.0,200.0,90.12,25.0,-9.78
2558,24.0,50.0,95.509,25.0,-10.3
2559,24.0,100.0,92.515,25.0,-10.3
2560,24.0,200.0,80.838,25.0,-10.3
2561,24.0,50.0,98.204,50.0,-7.28
2562,24.0,100.0,93.114,50.0,-7.28
2563,24.0,200.0,93.114,50.0,-7.28
2564,24.0,50.0,96.407,50.0,-11.0
2565,24.0,100.0,98.204,50.0,-11.0
2566,24.0,200.0,86.228,50.0,-11.0
2567,24.0,4.0,94.479,10.33,-8.7
2568,24.0,8.0,94.479,10.33,-8.7
2569,24.0,16.0,84.227,10.33,-8.7
2570,24.0,32.0,82.019,10.33,-8.7
2571,24.0,64.0,63.249,10.33,-8.7
2572,24.0,4.0,93.533,21.55,-21.47
2573,24.0,8.0,95.741,21.55,-21.47
2574,24.0,16.0,89.432,21.55,-21.47
2575,24.0,32.0,91.325,21.55,-21.47
2576,24.0,64.0,78.707,21.55,-21.47
2577,24.0,4.0,98.107,38.8,-25.1
2578,24.0,8.0,98.738,38.8,-25.1
2579,24.0,16.0,95.426,38.8,-25.1
2580,24.0,32.0,96.845,38.8,-25.1
2581,24.0,64.0,98.738,38.8,-25.1
2582,24.0,2.0,97.09,17.6,0.9
2583,24.0,4.0,95.865,17.6,0.9
2584,24.0,8.0,92.496,17.6,0.9
2585,24.0,16.0,90.812,17.6,0.9
2586,24.0,32.0,85.452,17.6,0.9
2587,24.0,2.0,92.496,17.4,-18.9
2588,24.0,4.0,93.262,17.4,-18.9
2589,24.0,8.0,89.587,17.4,-18.9
2590,24.0,16.0,85.911,17.4,-18.9
2591,24.0,32.0,81.317,17.4,-18.9
2592,24.0,2.0,101.23,17.6,0.9
2593,24.0,4.0,104.63,17.6,0.9
2594,24.0,8.0,104.63,17.6,0.9
2595,24.0,16.0,102.47,17.6,0.9
2596,24.0,32.0,107.1,17.6,0.9
2597,24.0,2.0,100.46,17.4,-18.9
2598,24.0,4.0,99.691,17.4,-18.9
2599,24.0,8.0,100.0,17.4,-18.9
2600,24.0,16.0,96.296,17.4,-18.9
2601,24.0,32.0,86.883,17.4,-18.9
2602,2.0,20.0,98.956,4.0,-35.6
2603,2.0,50.0,100.42,4.0,-35.6
2604,2.0,100.0,102.92,4.0,-35.6
2605,2.0,20.0,70.146,4.0,31.4
2606,2.0,50.0,78.288,4.0,31.4
2607,2.0,100.0,66.806,4.0,31.4
2608,2.0,20.0,113.14,4.0,-35.6
2609,2.0,50.0,118.48,4.0,-35.6
2610,2.0,100.0,113.14,4.0,-35.6
2611,2.0,20.0,89.528,4.0,31.4
2612,2.0,50.0,110.06,4.0,31.4
2613,2.0,100.0,99.179,4.0,31.4
2614,24.0,20.0,90.947,4.0,-35.6
2615,24.0,50.0,96.091,4.0,-35.6
2616,24.0,100.0,103.09,4.0,-35.6
2617,24.0,20.0,75.309,4.0,31.4
2618,24.0,50.0,68.724,4.0,31.4
2619,24.0,100.0,57.613,4.0,31.4
2620,24.0,20.0,100.85,4.0,-35.6
2621,24.0,50.0,106.13,4.0,-35.6
2622,24.0,100.0,110.36,4.0,-35.6
2623,24.0,20.0,103.81,4.0,31.4
2624,24.0,50.0,101.27,4.0,31.4
2625,24.0,100.0,96.617,4.0,31.4
2626,24.0,0.2,86.637,47.0,-34.1
2627,24.0,0.4,90.869,47.0,-34.1
2628,24.0,2.0,88.864,47.0,-34.1
2629,24.0,4.0,91.537,47.0,-34.1
2630,24.0,20.0,89.755,47.0,-34.1
2631,24.0,40.0,89.755,47.0,-34.1
2632,24.0,200.0,89.31,47.0,-34.1
2633,24.0,400.0,69.71,47.0,-34.1
2634,96.0,0.2,89.978,47.0,-34.1
2635,96.0,0.4,96.659,47.0,-34.1
2636,96.0,2.0,112.25,47.0,-34.1
2637,96.0,4.0,104.9,47.0,-34.1
2638,96.0,20.0,103.34,47.0,-34.1
2639,96.0,40.0,109.13,47.0,-34.1
2640,96.0,200.0,110.47,47.0,-34.1
2641,96.0,400.0,45.88,47.0,-34.1
2642,24.0,0.2,72.444,65.0,-23.3
2643,24.0,0.4,83.778,65.0,-23.3
2644,24.0,2.0,75.778,65.0,-23.3
2645,24.0,4.0,89.111,65.0,-23.3
2646,24.0,20.0,86.0,65.0,-23.3
2647,24.0,40.0,90.889,65.0,-23.3
2648,24.0,200.0,83.333,65.0,-23.3
2649,24.0,400.0,79.556,65.0,-23.3
2650,96.0,0.2,77.333,65.0,-23.3
2651,96.0,0.4,80.444,65.0,-23.3
2652,96.0,2.0,83.111,65.0,-23.3
2653,96.0,4.0,72.444,65.0,-23.3
2654,96.0,20.0,77.333,65.0,-23.3
2655,96.0,40.0,77.556,65.0,-23.3
2656,96.0,200.0,83.556,65.0,-23.3
2657,96.0,400.0,62.0,65.0,-23.3
2658,24.0,0.5,116.19,39.94,-23.5
2659,24.0,1.0,109.29,39.94,-23.5
2660,24.0,5.0,109.29,39.94,-23.5
2661,24.0,10.0,118.57,39.94,-23.5
2662,96.0,0.5,102.86,39.94,-23.5
2663,96.0,1.0,101.43,39.94,-23.5
2664,96.0,5.0,43.571,39.94,-23.5
2665,96.0,10.0,4.7619,39.94,-23.5
2666,24.0,0.5,91.608,61.06,-32.7
2667,24.0,1.0,94.172,61.06,-32.7
2668,24.0,5.0,107.46,61.06,-32.7
2669,24.0,10.0,79.254,61.06,-32.7
2670,24.0,15.0,92.541,61.06,-32.7
2671,24.0,20.0,70.163,61.06,-32.7
2672,24.0,25.0,62.704,61.06,-32.7
2673,96.0,0.5,126.34,61.06,-32.7
2674,96.0,1.0,126.34,61.06,-32.7
2675,96.0,5.0,111.89,61.06,-32.7
2676,96.0,10.0,113.05,61.06,-32.7
2677,96.0,15.0,100.7,61.06,-32.7
2678,96.0,20.0,71.562,61.06,-32.7
2679,96.0,25.0,40.093,61.06,-32.7
2680,24.0,25.0,100.34,29.57,-33.33
2681,24.0,50.0,64.655,29.57,-33.33
2682,24.0,100.0,33.966,29.57,-33.33
2683,24.0,200.0,23.103,29.57,-33.33
2684,24.0,400.0,9.1379,29.57,-33.33
2685,24.0,600.0,5.1724,29.57,-33.33
2686,24.0,800.0,6.7241,29.57,-33.33
2687,24.0,1000.0,4.4828,29.57,-33.33
2688,48.0,25.0,61.897,29.57,-33.33
2689,48.0,50.0,38.103,29.57,-33.33
2690,48.0,100.0,22.069,29.57,-33.33
2691,48.0,200.0,14.31,29.57,-33.33
2692,48.0,400.0,9.1379,29.57,-33.33
2693,48.0,600.0,4.8276,29.57,-33.33
2694,48.0,800.0,5.1724,29.57,-33.33
2695,48.0,1000.0,3.7931,29.57,-33.33
2696,72.0,25.0,54.828,29.57,-33.33
2697,72.0,50.0,35.0,29.57,-33.33
2698,72.0,100.0,16.724,29.57,-33.33
2699,72.0,200.0,8.1034,29.57,-33.33
2700,72.0,400.0,4.4828,29.57,-33.33
2701,72.0,600.0,4.4828,29.57,-33.33
2702,72.0,800.0,3.7931,29.57,-33.33
2703,72.0,1000.0,2.7586,29.57,-33.33
2704,24.0,20.0,92.346,29.57,-33.33
2705,24.0,40.0,57.571,29.57,-33.33
2706,24.0,60.0,50.749,29.57,-33.33
2707,24.0,80.0,48.087,29.57,-33.33
2708,24.0,100.0,40.1,29.57,-33.33
2709,24.0,150.0,38.769,29.57,-33.33
2710,24.0,200.0,36.439,29.57,-33.33
2711,24.0,250.0,32.113,29.57,-33.33
2712,48.0,20.0,31.448,29.57,-33.33
2713,48.0,40.0,10.649,29.57,-33.33
2714,48.0,60.0,1.9967,29.57,-33.33
2715,48.0,80.0,1.6639,29.57,-33.33
2716,48.0,100.0,0.99834,29.57,-33.33
2717,48.0,150.0,0.66556,29.57,-33.33
2718,48.0,200.0,0.0,29.57,-33.33
2719,48.0,250.0,0.0,29.57,-33.33
2720,72.0,20.0,15.308,29.57,-33.33
2721,72.0,40.0,7.9867,29.57,-33.33
2722,72.0,60.0,1.9967,29.57,-33.33
2723,72.0,80.0,0.99834,29.57,-33.33
2724,72.0,100.0,0.99834,29.57,-33.33
2725,72.0,150.0,0.0,29.57,-33.33
2726,72.0,200.0,0.0,29.57,-33.33
2727,72.0,250.0,0.0,29.57,-33.33
2728,24.0,25.0,112.01,29.57,-33.33
2729,24.0,50.0,68.1,29.57,-33.33
2730,24.0,100.0,41.756,29.57,-33.33
2731,24.0,200.0,38.53,29.57,-33.33
2732,24.0,400.0,34.229,29.57,-33.33
2733,24.0,600.0,34.946,29.57,-33.33
2734,24.0,800.0,35.305,29.57,-33.33
2735,24.0,1000.0,34.946,29.57,-33.33
2736,48.0,25.0,104.48,29.57,-33.33
2737,48.0,50.0,65.412,29.57,-33.33
2738,48.0,100.0,39.247,29.57,-33.33
2739,48.0,200.0,28.315,29.57,-33.33
2740,48.0,400.0,24.014,29.57,-33.33
2741,48.0,600.0,24.014,29.57,-33.33
2742,48.0,800.0,21.505,29.57,-33.33
2743,48.0,1000.0,22.939,29.57,-33.33
2744,72.0,25.0,92.115,29.57,-33.33
2745,72.0,50.0,46.595,29.57,-33.33
2746,72.0,100.0,25.448,29.57,-33.33
2747,72.0,200.0,20.43,29.57,-33.33
2748,72.0,400.0,18.996,29.57,-33.33
2749,72.0,600.0,20.43,29.57,-33.33
2750,72.0,800.0,21.505,29.57,-33.33
2751,72.0,1000.0,22.939,29.57,-33.33
2752,24.0,20.0,86.111,29.57,-33.33
2753,24.0,40.0,71.759,29.57,-33.33
2754,24.0,60.0,67.284,29.57,-33.33
2755,24.0,80.0,66.358,29.57,-33.33
2756,24.0,100.0,61.265,29.57,-33.33
2757,24.0,150.0,53.395,29.57,-33.33
2758,24.0,200.0,49.846,29.57,-33.33
2759,24.0,250.0,43.519,29.57,-33.33
2760,48.0,20.0,48.92,29.57,-33.33
2761,48.0,40.0,45.833,29.57,-33.33
2762,48.0,60.0,33.642,29.57,-33.33
2763,48.0,80.0,30.864,29.57,-33.33
2764,48.0,100.0,29.167,29.57,-33.33
2765,48.0,150.0,26.389,29.57,-33.33
2766,48.0,200.0,27.623,29.57,-33.33
2767,48.0,250.0,22.222,29.57,-33.33
2768,72.0,20.0,45.062,29.57,-33.33
2769,72.0,40.0,40.741,29.57,-33.33
2770,72.0,60.0,30.864,29.57,-33.33
2771,72.0,80.0,27.932,29.57,-33.33
2772,72.0,100.0,27.623,29.57,-33.33
2773,72.0,150.0,25.463,29.57,-33.33
2774,72.0,200.0,25.463,29.57,-33.33
2775,72.0,250.0,20.37,29.57,-33.33
2776,24.0,25.0,70.14,29.57,-33.33
2777,24.0,50.0,60.342,29.57,-33.33
2778,24.0,100.0,18.663,29.57,-33.33
2779,24.0,200.0,11.975,29.57,-33.33
2780,24.0,400.0,6.5319,29.57,-33.33
2781,24.0,600.0,8.2426,29.57,-33.33
2782,24.0,800.0,11.042,29.57,-33.33
2783,24.0,1000.0,11.353,29.57,-33.33
2784,48.0,25.0,59.72,29.57,-33.33
2785,48.0,50.0,43.079,29.57,-33.33
2786,48.0,100.0,20.218,29.57,-33.33
2787,48.0,200.0,8.8647,29.57,-33.33
2788,48.0,400.0,4.3546,29.57,-33.33
2789,48.0,600.0,4.3546,29.57,-33.33
2790,48.0,800.0,5.9098,29.57,-33.33
2791,48.0,1000.0,7.3095,29.57,-33.33
2792,72.0,25.0,55.21,29.57,-33.33
2793,72.0,50.0,38.103,29.57,-33.33
2794,72.0,100.0,17.729,29.57,-33.33
2795,72.0,200.0,5.9098,29.57,-33.33
2796,72.0,400.0,4.9767,29.57,-33.33
2797,72.0,600.0,4.9767,29.57,-33.33
2798,72.0,800.0,6.5319,29.57,-33.33
2799,72.0,1000.0,9.4868,29.57,-33.33
2800,24.0,20.0,101.44,29.57,-33.33
2801,24.0,40.0,61.798,29.57,-33.33
2802,24.0,60.0,59.23,29.57,-33.33
2803,24.0,80.0,18.78,29.57,-33.33
2804,24.0,100.0,16.533,29.57,-33.33
2805,24.0,150.0,13.483,29.57,-33.33
2806,24.0,200.0,12.841,29.57,-33.33
2807,24.0,250.0,11.236,29.57,-33.33
2808,48.0,20.0,9.6308,29.57,-33.33
2809,48.0,40.0,8.6677,29.57,-33.33
2810,48.0,60.0,7.3836,29.57,-33.33
2811,48.0,80.0,6.4205,29.57,-33.33
2812,48.0,100.0,4.8154,29.57,-33.33
2813,48.0,150.0,4.4944,29.57,-33.33
2814,48.0,200.0,4.4944,29.57,-33.33
2815,48.0,250.0,4.4944,29.57,-33.33
2816,72.0,20.0,7.3836,29.57,-33.33
2817,72.0,40.0,7.7047,29.57,-33.33
2818,72.0,60.0,5.7785,29.57,-33.33
2819,72.0,80.0,4.8154,29.57,-33.33
2820,72.0,100.0,2.8892,29.57,-33.33
2821,72.0,150.0,2.5682,29.57,-33.33
2822,72.0,200.0,3.5313,29.57,-33.33
2823,72.0,250.0,3.8523,29.57,-33.33
2824,24.0,0.5,87.183,6.0,-36.5
2825,24.0,2.0,86.44,6.0,-36.5
2826,24.0,4.0,84.582,6.0,-36.5
2827,48.0,0.5,77.523,6.0,-36.5
2828,48.0,2.0,72.693,6.0,-36.5
2829,48.0,4.0,65.263,6.0,-36.5
2830,72.0,0.5,75.294,6.0,-36.5
2831,72.0,2.0,50.217,6.0,-36.5
2832,72.0,4.0,42.229,6.0,-36.5
2833,24.0,0.5,93.499,8.0,11.0
2834,24.0,2.0,87.74,8.0,11.0
2835,24.0,4.0,86.44,8.0,11.0
2836,48.0,0.5,92.941,8.0,11.0
2837,48.0,2.0,83.653,8.0,11.0
2838,48.0,4.0,78.824,8.0,11.0
2839,72.0,0.5,90.712,8.0,11.0
2840,72.0,2.0,80.31,8.0,11.0
2841,72.0,4.0,71.022,8.0,11.0
2842,24.0,0.5,97.447,6.0,-36.5
2843,24.0,2.0,94.681,6.0,-36.5
2844,24.0,4.0,91.277,6.0,-36.5
2845,48.0,0.5,92.766,6.0,-36.5
2846,48.0,2.0,80.426,6.0,-36.5
2847,48.0,4.0,63.404,6.0,-36.5
2848,72.0,0.5,85.745,6.0,-36.5
2849,72.0,2.0,71.915,6.0,-36.5
2850,72.0,4.0,45.319,6.0,-36.5
2851,24.0,0.5,100.0,8.0,11.0
2852,24.0,2.0,95.532,8.0,11.0
2853,24.0,4.0,93.192,8.0,11.0
2854,48.0,0.5,96.596,8.0,11.0
2855,48.0,2.0,90.426,8.0,11.0
2856,48.0,4.0,83.191,8.0,11.0
2857,72.0,0.5,92.34,8.0,11.0
2858,72.0,2.0,88.085,8.0,11.0
2859,72.0,4.0,74.468,8.0,11.0
2860,24.0,0.5,93.8,6.0,-36.5
2861,24.0,2.0,88.875,6.0,-36.5
2862,24.0,4.0,74.468,6.0,-36.5
2863,48.0,0.5,87.052,6.0,-36.5
2864,48.0,2.0,75.198,6.0,-36.5
2865,48.0,4.0,67.173,6.0,-36.5
2866,24.0,0.5,98.9,8.0,11.0
2867,24.0,2.0,97.629,8.0,11.0
2868,24.0,4.0,95.988,8.0,11.0
2869,48.0,0.5,98.941,8.0,11.0
2870,48.0,2.0,97.629,8.0,11.0
2871,48.0,4.0,95.076,8.0,11.0
2872,24.0,8.0,93.005,25.0,-28.4
2873,24.0,32.0,85.215,25.0,-28.4
2874,24.0,128.0,59.936,25.0,-28.4
2875,24.0,8.0,81.24,25.0,-5.63
2876,24.0,32.0,72.973,25.0,-5.63
2877,24.0,128.0,46.741,25.0,-5.63
2878,24.0,5.0,95.017,52.0,71.7
2879,24.0,10.0,73.09,52.0,71.7
2880,24.0,25.0,60.133,52.0,71.7
2881,24.0,50.0,49.169,52.0,71.7
2882,24.0,100.0,39.092,52.0,71.7
2883,48.0,5.0,93.245,52.0,71.7
2884,48.0,10.0,60.908,52.0,71.7
2885,48.0,25.0,47.841,52.0,71.7
2886,48.0,50.0,37.874,52.0,71.7
2887,48.0,100.0,26.91,52.0,71.7
2888,24.0,5.0,101.65,21.6,25.3
2889,24.0,10.0,82.234,21.6,25.3
2890,24.0,25.0,71.827,21.6,25.3
2891,24.0,50.0,59.518,21.6,25.3
2892,24.0,100.0,39.848,21.6,25.3
2893,24.0,5.0,97.387,21.6,25.3
2894,24.0,10.0,95.873,21.6,25.3
2895,24.0,25.0,92.71,21.6,25.3
2896,24.0,50.0,85.282,21.6,25.3
2897,24.0,100.0,81.568,21.6,25.3
2898,24.0,1.0,94.911,22.0,71.7
2899,24.0,2.0,80.407,22.0,71.7
2900,24.0,5.0,79.262,22.0,71.7
2901,24.0,10.0,58.779,22.0,71.7
2902,24.0,25.0,43.13,22.0,71.7
2903,24.0,50.0,20.229,22.0,71.7
2904,24.0,100.0,11.196,22.0,71.7
2905,24.0,1.0,93.13,22.0,71.7
2906,24.0,2.0,75.064,22.0,71.7
2907,24.0,5.0,70.483,22.0,71.7
2908,24.0,10.0,48.219,22.0,71.7
2909,24.0,25.0,33.461,22.0,71.7
2910,24.0,50.0,16.031,22.0,71.7
2911,24.0,100.0,8.7786,22.0,71.7
2912,24.0,1.0,98.588,22.0,71.7
2913,24.0,2.0,84.339,22.0,71.7
2914,24.0,5.0,69.576,22.0,71.7
2915,24.0,10.0,53.017,22.0,71.7
2916,24.0,25.0,38.768,22.0,71.7
2917,24.0,50.0,25.546,22.0,71.7
2918,24.0,100.0,15.661,22.0,71.7
2919,24.0,1.0,94.095,22.0,71.7
2920,24.0,2.0,77.535,22.0,71.7
2921,24.0,5.0,58.28,22.0,71.7
2922,24.0,10.0,44.673,22.0,71.7
2923,24.0,25.0,33.761,22.0,71.7
2924,24.0,50.0,20.796,22.0,71.7
2925,24.0,100.0,13.992,22.0,71.7
2926,24.0,0.5,109.73,30.0,-29.1
2927,24.0,1.0,103.7,30.0,-29.1
2928,24.0,5.0,97.86,30.0,-29.1
2929,24.0,20.0,84.241,30.0,-29.1
2930,24.0,30.0,56.42,30.0,-29.1
2931,24.0,40.0,19.844,30.0,-29.1
2932,24.0,50.0,4.2802,30.0,-29.1
2933,24.0,100.0,3.3074,30.0,-29.1
2934,48.0,0.5,104.67,30.0,-29.1
2935,48.0,1.0,101.36,30.0,-29.1
2936,48.0,5.0,65.564,30.0,-29.1
2937,48.0,20.0,27.821,30.0,-29.1
2938,48.0,30.0,2.9183,30.0,-29.1
2939,48.0,40.0,2.5292,30.0,-29.1
2940,48.0,50.0,1.1673,30.0,-29.1
