,time (hr),concentration (ug/ml),viability (%),Hydrodynamic diameter (nm),Zeta potential (mV)
1197,48.0,5.0,100.0,28.2,35.9
1198,48.0,10.0,66.739,28.2,35.9
1199,48.0,20.0,17.609,28.2,35.9
1200,48.0,40.0,7.1739,28.2,35.9
1201,24.0,2.0,95.629,30.0,-4.23
1202,24.0,5.0,86.713,30.0,-4.23
1203,24.0,10.0,78.322,30.0,-4.23
1204,24.0,20.0,67.308,30.0,-4.23
1205,24.0,50.0,56.294,30.0,-4.23
1206,24.0,2.0,98.776,30.0,-3.85
1207,24.0,5.0,94.755,30.0,-3.85
1208,24.0,10.0,88.462,30.0,-3.85
1209,24.0,20.0,81.993,30.0,-3.85
1210,24.0,50.0,67.133,30.0,-3.85
1211,24.0,2.0,100.7,30.0,-3.36
1212,24.0,5.0,97.727,30.0,-3.36
1213,24.0,10.0,88.462,30.0,-3.36
1214,24.0,20.0,83.042,30.0,-3.36
1215,24.0,50.0,73.427,30.0,-3.36
1216,24.0,2.0,98.427,50.0,-2.49
1217,24.0,5.0,97.028,50.0,-2.49
1218,24.0,10.0,90.385,50.0,-2.49
1219,24.0,20.0,88.986,50.0,-2.49
1220,24.0,50.0,76.224,50.0,-2.49
1221,24.0,2.0,102.1,100.0,-1.46
1222,24.0,5.0,103.67,100.0,-1.46
1223,24.0,10.0,102.8,100.0,-1.46
1224,24.0,20.0,99.65,100.0,-1.46
1225,24.0,50.0,76.399,100.0,-1.46
1226,96.0,50.0,91.667,120.0,-5.21
1227,96.0,100.0,91.27,120.0,-5.21
1228,96.0,200.0,86.111,120.0,-5.21
1229,96.0,500.0,83.333,120.0,-5.21
1230,96.0,50.0,89.431,120.0,-28.7
1231,96.0,100.0,81.707,120.0,-28.7
1232,96.0,200.0,81.03,120.0,-28.7
1233,96.0,500.0,84.959,120.0,-28.7
1234,96.0,50.0,81.081,120.0,-5.21
1235,96.0,100.0,83.499,120.0,-5.21
1236,96.0,200.0,84.637,120.0,-5.21
1237,96.0,500.0,82.646,120.0,-5.21
1238,96.0,50.0,90.15,120.0,-28.7
1239,96.0,100.0,89.33,120.0,-28.7
1240,96.0,200.0,85.226,120.0,-28.7
1241,96.0,500.0,82.216,120.0,-28.7
1242,96.0,50.0,88.514,120.0,-5.21
1243,96.0,100.0,86.892,120.0,-5.21
1244,96.0,200.0,83.378,120.0,-5.21
1245,96.0,500.0,82.973,120.0,-5.21
1246,96.0,50.0,96.138,120.0,-28.7
1247,96.0,100.0,90.013,120.0,-28.7
1248,96.0,200.0,90.679,120.0,-28.7
1249,96.0,500.0,82.157,120.0,-28.7
1250,24.0,200.0,55.577,150.0,54.3
1251,24.0,400.0,72.401,150.0,11.4
1252,24.0,10.0,95.0,7.5,-8.72
1253,24.0,20.0,93.0,7.5,-22.16
1254,24.0,50.0,102.4,7.5,-8.3
1255,24.0,100.0,99.0,7.5,-8.3
1256,48.0,10.0,184.82,7.5,-20.810000000000002
1257,48.0,20.0,221.01,7.5,-20.810000000000002
1258,48.0,50.0,234.63,7.5,-12.91
1259,48.0,100.0,230.74,7.5,-18.26
1260,48.0,10.0,98.63,55.6,-26.5
1261,48.0,100.0,94.894,55.6,-26.9
1262,48.0,10.0,95.641,167.8,54.3
1263,48.0,100.0,96.887,167.8,54.3
1264,48.0,10.0,94.894,307.6,20.55
1265,48.0,100.0,94.894,307.6,33.5
1266,24.0,8.0,101.67,19.4,-21.77
1267,24.0,16.0,103.04,19.4,-21.77
1268,24.0,32.0,103.04,19.4,-21.77
1269,24.0,64.0,104.41,19.4,-21.77
1270,24.0,128.0,101.67,19.4,-21.77
1271,24.0,256.0,79.62,19.4,-21.77
1272,24.0,8.0,101.06,19.4,-21.77
1273,24.0,16.0,102.73,19.4,-21.77
1274,24.0,32.0,103.64,19.4,-21.77
1275,24.0,64.0,106.22,19.4,-21.77
1276,24.0,128.0,72.989,19.4,-21.77
1277,24.0,256.0,20.822,19.4,-21.77
1278,24.0,8.0,98.928,19.4,-13.5
1279,24.0,16.0,98.622,19.4,-13.5
1280,24.0,32.0,97.243,19.4,-13.5
1281,24.0,64.0,98.315,19.4,-13.5
1282,24.0,128.0,98.622,19.4,-13.5
1283,24.0,8.0,93.539,19.4,-13.5
1284,24.0,16.0,94.86,19.4,-13.5
1285,24.0,32.0,95.448,19.4,-13.5
1286,24.0,64.0,98.385,19.4,-13.5
1287,24.0,128.0,92.364,19.4,-13.5
1288,24.0,0.028,83.921,13.0,-60.7
1289,24.0,0.061,83.357,13.0,-60.7
1290,24.0,0.131,88.011,13.0,-60.7
1291,24.0,0.281,91.537,13.0,-60.7
1292,24.0,0.604,92.102,13.0,-60.7
1293,24.0,1.298,93.371,13.0,-60.7
1294,24.0,2.791,95.769,13.0,-60.7
1295,24.0,6.0,71.227,13.0,-60.7
1296,48.0,0.028,99.577,13.0,-60.7
1297,48.0,0.061,96.897,13.0,-60.7
1298,48.0,0.131,95.769,13.0,-60.7
1299,48.0,0.281,97.884,13.0,-60.7
1300,48.0,0.604,95.346,13.0,-60.7
1301,48.0,1.298,97.461,13.0,-60.7
1302,48.0,2.791,95.769,13.0,-60.7
1303,48.0,6.0,100.71,13.0,-60.7
1304,24.0,0.028,86.46,13.0,-60.7
1305,24.0,0.061,80.395,13.0,-60.7
1306,24.0,0.131,82.37,13.0,-60.7
1307,24.0,0.281,87.729,13.0,-60.7
1308,24.0,0.604,82.793,13.0,-60.7
1309,24.0,1.298,82.087,13.0,-60.7
1310,24.0,2.791,77.715,13.0,-60.7
1311,24.0,6.0,74.189,13.0,-60.7
1312,24.0,0.67,102.69,20.0,-17.1
1313,24.0,1.0,94.215,20.0,-17.1
1314,24.0,1.5,98.967,20.0,-17.1
1315,24.0,2.1,152.69,20.0,-17.1
1316,24.0,3.1,29.752,20.0,-17.1
1317,24.0,4.6,2.0661,20.0,-17.1
1318,24.0,6.8,2.2727,20.0,-17.1
1319,24.0,10.0,3.0992,20.0,-17.1
1320,48.0,0.67,93.388,20.0,-17.1
1321,48.0,1.0,92.562,20.0,-17.1
1322,48.0,1.5,90.702,20.0,-17.1
1323,48.0,2.1,89.463,20.0,-17.1
1324,48.0,3.1,24.587,20.0,-17.1
1325,48.0,4.6,0.61983,20.0,-17.1
1326,48.0,6.8,0.20661,20.0,-17.1
1327,48.0,10.0,0.41322,20.0,-17.1
1328,24.0,0.67,97.107,20.0,-17.1
1329,24.0,1.0,98.967,20.0,-17.1
1330,24.0,1.5,104.75,20.0,-17.1
1331,24.0,2.1,102.89,20.0,-17.1
1332,24.0,3.1,106.2,20.0,-17.1
1333,24.0,4.6,95.455,20.0,-17.1
1334,24.0,6.8,83.058,20.0,-17.1
1335,24.0,10.0,48.76,20.0,-17.1
1336,4.0,25.0,99.588,50.0,8.729999999999999
1337,4.0,75.0,94.643,50.0,-17.6
1338,4.0,100.0,52.473,50.0,18.35
1339,4.0,200.0,36.126,50.0,-4.65
1340,4.0,400.0,22.253,50.0,-33.33
1341,4.0,500.0,19.643,50.0,-31.3
1342,72.0,1.0,91.262,189.25,-16.95
1343,72.0,3.0,87.5,444.9,29.450000000000003
1344,72.0,10.0,81.553,47.5,-20.165
1345,72.0,30.0,52.306,552.0,-37.9
1346,72.0,100.0,30.097,63.6,-5.85
1347,72.0,1.0,108.01,12.5,-7.455
1348,72.0,3.0,107.14,12.5,-7.455
1349,72.0,10.0,106.26,12.5,-7.455
1350,72.0,30.0,94.072,16.785,-20.665
1351,72.0,100.0,64.764,14.23,-25.0
1352,24.0,0.5,88.021,20.0,24.3
1353,24.0,5.0,85.069,20.0,31.490000000000002
1354,24.0,50.0,55.556,20.0,37.28
1355,24.0,500.0,12.5,20.0,-30.62
1356,24.0,0.5,97.049,20.0,-17.1
1357,24.0,5.0,94.444,20.0,-19.285
1358,24.0,50.0,92.014,20.0,-8.72
1359,24.0,500.0,5.9028,20.0,-30.62
1360,48.0,0.5,83.505,20.0,-23.1
1361,48.0,5.0,69.931,20.0,-43.29
1362,48.0,50.0,49.485,20.0,-40.5
1363,48.0,0.5,99.485,20.0,-13.559999999999999
1364,48.0,5.0,89.519,20.0,-17.1
1365,48.0,50.0,85.911,20.0,-8.72
1366,48.0,500.0,3.9519,20.0,-30.62
1367,72.0,0.5,82.847,20.0,-4.58
1368,72.0,5.0,59.691,20.0,-24.5
1369,72.0,50.0,39.108,20.0,-32.5
1370,72.0,500.0,1.5437,20.0,-31.3
1371,72.0,0.5,83.877,20.0,-4.58
1372,72.0,5.0,81.818,20.0,-4.58
1373,72.0,50.0,58.834,20.0,-24.5
1374,72.0,500.0,2.4014,20.0,-31.3
1375,24.0,0.5,87.13,100.0,-20.21
1376,24.0,5.0,78.609,100.0,-8.475000000000001
1377,24.0,50.0,55.13,100.0,-31.7
1378,24.0,500.0,9.913,100.0,-34.9
1379,24.0,0.5,98.087,100.0,35.120000000000005
1380,24.0,5.0,95.652,100.0,8.02
1381,24.0,50.0,96.522,100.0,-28.16
1382,24.0,500.0,1.0435,100.0,-34.9
1383,48.0,0.5,88.644,100.0,-8.23
1384,48.0,5.0,90.169,100.0,-8.23
1385,48.0,50.0,63.39,100.0,-8.23
1386,48.0,0.5,92.542,100.0,-8.23
1387,48.0,5.0,96.61,100.0,-8.23
1388,48.0,50.0,96.102,100.0,18.3
1389,48.0,500.0,2.3729,100.0,-31.7
1390,72.0,0.5,77.108,100.0,-31.7
1391,72.0,5.0,75.559,100.0,-31.7
1392,72.0,50.0,55.25,100.0,-31.7
1393,72.0,0.5,91.05,100.0,28.8
1394,72.0,5.0,91.91,100.0,28.8
1395,72.0,50.0,91.566,100.0,-16.955
1396,72.0,500.0,11.876,100.0,-34.9
1397,24.0,5.0,98.864,24.5,-13.665
1398,24.0,10.0,100.0,190.0,-7.65
1399,24.0,50.0,91.136,234.8,-31.5
1400,24.0,5.0,100.0,91.15,-24.66
1401,24.0,10.0,99.318,518.0,-10.7
1402,24.0,50.0,89.318,3.75,-8.41
1403,24.0,5.0,99.318,162.5,-8.11
1404,24.0,10.0,99.318,518.0,-10.7
1405,24.0,50.0,85.227,124.5,15.9
1406,72.0,5.0,100.45,50.0,-12.32
1407,72.0,10.0,99.324,35.0,-17.79
1408,72.0,50.0,90.541,188.7,-33.55
1409,72.0,5.0,99.324,165.3,10.59
1410,72.0,10.0,99.324,35.0,-17.79
1411,72.0,50.0,93.468,231.39999999999998,43.9
1412,72.0,5.0,98.649,102.55,20.99
1413,72.0,10.0,98.649,54.86,-34.55
1414,72.0,50.0,92.342,203.85,43.9
1415,48.0,200.0,53.263,26.0,31.020000000000003
1416,48.0,200.0,22.458,45.0,-33.33
1417,48.0,200.0,65.554,78.0,58.510000000000005
1418,48.0,200.0,91.047,175.0,-31.8
1419,48.0,200.0,96.662,26.0,-8.72
1420,48.0,200.0,95.144,45.0,-20.26
1421,48.0,200.0,94.537,78.0,11.4
1422,48.0,200.0,94.841,175.0,-31.8
1423,24.0,200.0,73.149,26.0,-13.6
1424,24.0,200.0,52.044,45.0,-7.109999999999999
1425,24.0,200.0,82.541,78.0,-29.5
1426,24.0,200.0,94.917,175.0,-31.8
1427,48.0,200.0,53.37,26.0,31.020000000000003
1428,48.0,200.0,22.32,45.0,-33.33
1429,48.0,200.0,73.481,78.0,58.510000000000005
1430,48.0,200.0,89.945,175.0,-31.8
1431,72.0,200.0,48.066,26.0,-24.5
1432,72.0,200.0,20.994,45.0,-35.715
1433,72.0,200.0,70.718,78.0,3.6099999999999994
1434,72.0,200.0,86.961,175.0,-31.8
1435,24.0,10.0,75.0,52.51,70.76
1436,24.0,25.0,66.0,52.51,70.76
1437,24.0,50.0,48.0,52.51,70.76
1438,24.0,10.0,85.0,52.51,70.76
1439,24.0,25.0,69.0,52.51,70.76
1440,24.0,50.0,46.0,52.51,70.76
1441,48.0,1.78,78.035,30.09,-20.0
1442,48.0,3.16,31.985,30.09,-20.0
1443,48.0,5.62,10.405,30.09,-20.0
1444,48.0,10.0,4.2389,30.09,-20.0
1445,48.0,17.8,2.1195,30.09,-20.0
1446,48.0,31.6,1.1561,30.09,-20.0
1447,48.0,56.2,0.385,30.09,-20.0
1448,48.0,100.0,0.385,30.09,-20.0
1449,24.0,5.0,81.514,23.0,70.76
1450,24.0,10.0,56.477,23.0,70.76
1451,24.0,15.0,31.441,23.0,70.76
1452,24.0,25.0,114.06,40.0,70.76
1453,48.0,25.0,75.332,40.0,70.76
1454,24.0,25.0,75.862,10.0,70.76
1455,48.0,25.0,64.721,10.0,70.76
1456,24.0,5.0,100.0,40.0,70.76
1457,24.0,10.0,102.87,40.0,70.76
1458,24.0,25.0,94.702,40.0,70.76
1459,24.0,50.0,85.872,40.0,70.76
1460,24.0,100.0,52.759,40.0,70.76
1461,24.0,5.0,103.31,10.0,70.76
1462,24.0,10.0,98.455,10.0,70.76
1463,24.0,25.0,84.768,10.0,70.76
1464,24.0,50.0,56.291,10.0,70.76
1465,24.0,100.0,15.011,10.0,70.76
1466,24.0,50.0,105.86,20.3,20.02
1467,24.0,100.0,103.06,20.3,20.02
1468,24.0,200.0,104.97,20.3,20.02
1469,24.0,400.0,100.0,20.3,20.02
1470,24.0,800.0,96.943,20.3,20.02
1471,24.0,5.46,82.4,4.7,20.02
1472,24.0,10.93,84.667,4.7,20.02
1473,24.0,21.87,74.933,4.7,20.02
1474,24.0,43.75,75.467,4.7,20.02
1475,24.0,87.5,67.733,4.7,20.02
1476,24.0,175.0,66.8,4.7,20.02
1477,24.0,1.0,96.943,30.0,71.7
1478,24.0,2.5,98.69,30.0,71.7
1479,24.0,5.0,101.16,30.0,71.7
1480,24.0,10.0,89.52,30.0,71.7
1481,24.0,25.0,63.901,30.0,71.7
1482,24.0,50.0,59.971,30.0,71.7
1483,6.0,0.8,99.051,141.0,71.7
1484,6.0,4.0,94.146,83.0,71.7
1485,6.0,8.0,103.16,141.0,71.7
1486,6.0,14.0,93.513,87.82,71.7
1487,6.0,20.0,75.949,141.0,71.7
1488,12.0,0.8,98.101,45.3,71.7
1489,12.0,4.0,104.43,42.25,71.7
1490,12.0,8.0,84.335,93.65,71.7
1491,12.0,14.0,72.31,93.15,71.7
1492,12.0,20.0,69.146,93.15,71.7
1493,24.0,0.8,103.64,6.3,71.7
1494,24.0,4.0,105.22,8.15,71.7
1495,24.0,8.0,59.335,33.65,71.7
1496,24.0,14.0,51.582,28.32,71.7
1497,24.0,20.0,31.962,19.0,71.7
1498,3.0,20.0,120.46,25.0,-9.96
1499,3.0,40.0,121.74,25.0,-9.96
1500,3.0,60.0,117.14,25.0,-9.96
1501,3.0,80.0,121.74,25.0,-9.96
1502,3.0,100.0,116.62,25.0,-9.96
1503,3.0,120.0,125.32,25.0,-9.96
1504,3.0,150.0,108.95,25.0,-9.96
1505,6.0,20.0,98.465,25.0,-9.96
1506,6.0,40.0,103.32,25.0,-9.96
1507,6.0,60.0,106.65,25.0,-9.96
1508,6.0,80.0,108.95,25.0,-9.96
1509,6.0,100.0,116.11,25.0,-9.96
1510,6.0,120.0,119.44,25.0,-9.96
1511,6.0,150.0,127.62,25.0,-9.96
1512,24.0,20.0,112.79,25.0,-9.96
1513,24.0,40.0,113.81,25.0,-9.96
1514,24.0,60.0,108.95,25.0,-9.96
1515,24.0,80.0,113.81,25.0,-9.96
1516,24.0,100.0,121.48,25.0,-9.96
1517,24.0,120.0,124.3,25.0,-9.96
1518,24.0,150.0,100.51,25.0,-9.96
1519,3.0,20.0,105.23,21.0,-27.8
1520,3.0,40.0,103.08,21.0,-27.8
1521,3.0,60.0,103.69,21.0,-27.8
1522,3.0,80.0,106.15,21.0,-27.8
1523,3.0,100.0,98.462,21.0,-27.8
1524,3.0,120.0,95.077,21.0,-27.8
1525,3.0,150.0,100.62,21.0,-27.8
1526,6.0,20.0,133.85,21.0,-27.8
1527,6.0,40.0,132.0,21.0,-27.8
1528,6.0,60.0,134.15,21.0,-27.8
1529,6.0,80.0,128.31,21.0,-27.8
1530,6.0,100.0,139.08,21.0,-27.8
1531,6.0,120.0,135.38,21.0,-27.8
1532,6.0,150.0,128.0,21.0,-27.8
1533,24.0,20.0,107.08,21.0,-27.8
1534,24.0,40.0,110.15,21.0,-27.8
1535,24.0,60.0,109.54,21.0,-27.8
1536,24.0,80.0,118.15,21.0,-27.8
1537,24.0,100.0,118.46,21.0,-27.8
1538,24.0,120.0,124.0,21.0,-27.8
1539,24.0,150.0,110.77,21.0,-27.8
1540,24.0,93.64,92.676,21.8,-16.8
1541,24.0,140.5,90.986,21.8,-16.8
1542,24.0,210.7,90.141,21.8,-16.8
1543,24.0,316.1,89.296,21.8,-16.8
1544,24.0,474.1,88.451,21.8,-16.8
1545,24.0,711.1,87.606,21.8,-16.8
1546,24.0,1067.0,85.07,21.8,-16.8
1547,24.0,1600.0,79.437,21.8,-16.8
1548,24.0,200.0,64.13,47.9,-7.01
1549,24.0,400.0,56.96,47.9,-7.01
1550,24.0,600.0,49.38,47.9,-7.01
1551,24.0,800.0,37.09,47.9,-7.01
1552,24.0,1000.0,28.27,47.9,-7.01
1553,24.0,200.0,61.47,43.8,-7.21
1554,24.0,400.0,54.71,43.8,-7.21
1555,24.0,600.0,48.15,43.8,-7.21
1556,24.0,800.0,43.85,43.8,-7.21
1557,24.0,1000.0,39.75,43.8,-7.21
1558,24.0,200.0,53.07,12.0,-9.83
1559,24.0,400.0,45.69,12.0,-9.83
1560,24.0,600.0,38.93,12.0,-9.83
1561,24.0,800.0,32.17,12.0,-9.83
1562,24.0,1000.0,22.13,12.0,-9.83
1563,24.0,200.0,77.52,43.8,-7.21
1564,24.0,400.0,70.96,43.8,-7.21
1565,24.0,600.0,62.54,43.8,-7.21
1566,24.0,800.0,57.93,43.8,-7.21
1567,24.0,1000.0,54.61,43.8,-7.21
1568,24.0,4.0,98.097,20.0,71.7
1569,24.0,8.0,87.408,20.0,71.7
1570,24.0,16.0,68.96,20.0,71.7
1571,24.0,40.0,40.556,20.0,71.7
1572,24.0,80.0,24.89,20.0,71.7
1573,24.0,160.0,21.669,20.0,71.7
1574,24.0,4.0,99.56,90.0,71.7
1575,24.0,8.0,95.748,90.0,71.7
1576,24.0,16.0,79.912,90.0,71.7
1577,24.0,40.0,48.68,90.0,71.7
1578,24.0,80.0,29.472,90.0,71.7
1579,24.0,160.0,23.607,90.0,71.7
1580,24.0,4.0,99.854,200.0,71.7
1581,24.0,8.0,92.982,200.0,71.7
1582,24.0,16.0,80.994,200.0,71.7
1583,24.0,40.0,63.596,200.0,71.7
1584,24.0,80.0,60.234,200.0,71.7
1585,24.0,160.0,57.018,200.0,71.7
1586,24.0,5.0,89.58,15.0,-22.7
1587,24.0,5.0,94.698,30.0,-6.975
1588,24.0,5.0,98.355,100.0,-1.46
1589,24.0,10.0,85.192,15.0,-36.2
1590,24.0,10.0,91.59,30.0,34.17
1591,24.0,10.0,94.15,100.0,-20.21
1592,24.0,20.0,30.713,15.0,24.3
1593,24.0,20.0,74.771,30.0,-10.1
1594,24.0,20.0,93.967,100.0,-4.845000000000001
1595,24.0,40.0,20.841,15.0,71.7
1596,24.0,40.0,22.121,30.0,3.3999999999999986
1597,24.0,40.0,28.702,100.0,17.5
1598,24.0,50.0,10.238,15.0,71.7
1599,24.0,50.0,19.927,30.0,71.7
1600,24.0,50.0,20.841,100.0,44.6
1601,24.0,60.0,7.8611,15.0,71.7
1602,24.0,60.0,16.453,30.0,71.7
1603,24.0,60.0,17.185,100.0,44.6
1604,24.0,80.0,7.6782,15.0,-53.9
1605,24.0,80.0,10.969,30.0,-38.015
1606,24.0,80.0,11.335,100.0,44.6
1607,24.0,100.0,7.4954,15.0,71.7
1608,24.0,100.0,7.6782,30.0,-35.900000000000006
1609,24.0,100.0,9.5064,100.0,17.5
1610,24.0,15.0,71.03,14.5,-158.0
1611,24.0,15.0,75.567,6.5,88.0
1612,24.0,15.0,72.251,3.8,-140.0
1613,24.0,15.0,83.072,7.0,-99.0
1614,24.0,1.5,87.053,14.5,-158.0
1615,24.0,1.5,99.319,6.5,88.0
1616,24.0,1.5,102.21,3.8,-140.0
1617,24.0,1.5,85.349,7.0,-99.0
1618,24.0,15.0,93.309,14.5,-158.0
1619,24.0,15.0,83.457,6.5,88.0
1620,24.0,15.0,47.026,3.8,-140.0
1621,24.0,15.0,56.506,7.0,-99.0
1622,24.0,1.5,99.13,14.5,-158.0
1623,24.0,1.5,94.261,6.5,88.0
1624,24.0,1.5,89.391,3.8,-140.0
1625,24.0,1.5,89.391,7.0,-99.0
1626,72.0,1.67,102.43,5.0,-10.33
1627,72.0,2.5,109.53,5.0,-10.33
1628,72.0,5.0,116.63,5.0,-10.33
1629,72.0,6.25,106.09,5.0,-10.33
1630,72.0,12.5,81.47,5.0,-10.33
1631,72.0,1.67,98.377,20.0,-4.58
1632,72.0,2.5,101.01,20.0,-4.58
1633,72.0,5.0,106.49,20.0,-4.58
1634,72.0,6.25,107.91,20.0,-4.58
1635,72.0,12.5,98.377,20.0,-4.58
1636,72.0,1.67,102.43,50.0,-12.32
1637,72.0,2.5,102.43,50.0,-12.32
1638,72.0,5.0,102.03,50.0,-12.32
1639,72.0,6.25,98.377,50.0,-12.32
1640,72.0,12.5,96.349,50.0,-12.32
1641,72.0,1.67,73.333,5.0,-10.33
1642,72.0,2.5,33.725,5.0,-10.33
1643,72.0,5.0,20.784,5.0,-10.33
1644,72.0,6.25,10.0,5.0,-10.33
1645,72.0,12.5,6.6667,5.0,-10.33
1646,72.0,1.67,92.745,20.0,-4.58
1647,72.0,2.5,92.549,20.0,-4.58
1648,72.0,5.0,93.137,20.0,-4.58
1649,72.0,6.25,91.569,20.0,-4.58
1650,72.0,12.5,94.706,20.0,-4.58
1651,72.0,1.67,99.216,50.0,-12.32
1652,72.0,2.5,96.078,50.0,-12.32
1653,72.0,5.0,95.686,50.0,-12.32
1654,72.0,6.25,96.471,50.0,-12.32
1655,72.0,12.5,93.137,50.0,-12.32
1656,24.0,50.0,99.758,5.0,12.219999999999999
1657,24.0,50.0,102.17,10.0,-27.52
1658,24.0,50.0,107.97,20.0,3.51
1659,24.0,50.0,113.53,40.0,-10.14
1660,48.0,50.0,85.99,5.0,-8.0
1661,48.0,50.0,102.17,10.0,-8.0
1662,48.0,50.0,105.31,20.0,31.380000000000003
1663,48.0,50.0,112.56,40.0,-8.72
1664,72.0,50.0,70.29,5.0,-16.5
1665,72.0,50.0,100.97,10.0,-8.0
1666,72.0,50.0,107.73,20.0,-8.0
1667,72.0,50.0,117.63,40.0,-24.52
1668,24.0,50.0,62.53,5.0,-7.050000000000001
1669,24.0,50.0,106.21,10.0,-38.6
1670,24.0,50.0,108.59,20.0,3.51
1671,24.0,50.0,108.59,40.0,-7.28
1672,48.0,50.0,63.246,5.0,-40.5
1673,48.0,50.0,102.63,10.0,-8.0
1674,48.0,50.0,107.88,20.0,31.380000000000003
1675,48.0,50.0,106.44,40.0,-8.72
1676,72.0,50.0,65.394,5.0,-25.0
1677,72.0,50.0,99.523,10.0,-8.0
1678,72.0,50.0,103.1,20.0,-8.0
1679,72.0,50.0,105.49,40.0,-31.8
1680,24.0,25.0,92.269,65.0,-30.0
1681,24.0,50.0,81.345,65.0,-30.0
1682,24.0,100.0,76.975,65.0,-30.0
1683,24.0,200.0,67.563,65.0,-30.0
1684,48.0,25.0,90.588,65.0,-30.0
1685,48.0,50.0,74.286,65.0,-30.0
1686,48.0,100.0,60.168,65.0,-30.0
1687,48.0,200.0,48.235,65.0,-30.0
1688,24.0,2.5,96.998,173.48,71.7
1689,24.0,5.0,94.934,173.48,71.7
1690,24.0,10.0,88.743,173.48,71.7
1691,24.0,20.0,62.477,173.48,71.7
1692,24.0,40.0,48.593,173.48,71.7
1693,24.0,80.0,35.084,173.48,71.7
1694,24.0,100.0,35.084,173.48,71.7
1695,24.0,2.5,96.811,60.21,71.7
1696,24.0,5.0,92.495,60.21,71.7
1697,24.0,10.0,81.614,60.21,71.7
1698,24.0,20.0,68.48,60.21,71.7
1699,24.0,40.0,40.525,60.21,71.7
1700,24.0,80.0,38.837,60.21,71.7
1701,24.0,100.0,36.21,60.21,71.7
1702,24.0,2.5,93.996,40.44,71.7
1703,24.0,5.0,90.619,40.44,71.7
1704,24.0,10.0,85.741,40.44,71.7
1705,24.0,20.0,67.167,40.44,71.7
1706,24.0,40.0,40.901,40.44,71.7
1707,24.0,80.0,33.021,40.44,71.7
1708,24.0,100.0,34.522,40.44,71.7
1709,24.0,2.5,90.807,18.76,71.7
1710,24.0,5.0,83.677,18.76,71.7
1711,24.0,10.0,79.362,18.76,71.7
1712,24.0,20.0,67.73,18.76,71.7
1713,24.0,40.0,36.023,18.76,71.7
1714,24.0,80.0,29.268,18.76,71.7
1715,24.0,100.0,24.578,18.76,71.7
1716,24.0,50.0,92.0,15.0,-8.72
1717,24.0,100.0,85.4,15.0,-8.72
1718,24.0,200.0,66.4,15.0,-8.72
1719,48.0,50.0,85.2,15.0,-8.72
1720,48.0,100.0,69.1,15.0,-8.72
1721,48.0,200.0,44.8,15.0,-8.72
1722,72.0,50.0,79.1,15.0,-8.72
1723,72.0,100.0,63.3,15.0,-8.72
1724,72.0,200.0,32.7,15.0,-8.72
1725,24.0,1.0,104.88,24.0,-8.72
1726,24.0,2.5,101.8,24.0,-8.72
1727,24.0,5.0,101.8,24.0,-8.72
1728,24.0,10.0,105.66,24.0,-8.72
1729,24.0,50.0,91.517,24.0,-8.72
1730,24.0,1.0,94.962,65.17,-32.68
1731,24.0,2.0,73.056,65.17,-23.3
1732,24.0,5.0,56.079,65.17,50.25
1733,24.0,10.0,38.116,65.17,50.25
1734,24.0,25.0,21.139,65.17,-1.929999999999998
1735,48.0,1.0,92.662,65.17,28.8
1736,48.0,2.0,60.789,65.17,50.25
1737,48.0,5.0,44.907,65.17,28.8
1738,48.0,10.0,28.478,65.17,-1.549999999999999
1739,48.0,25.0,12.486,65.17,49.78
1740,24.0,25.0,96.919,4.0,-8.0
1741,24.0,50.0,87.441,4.0,-8.0
1742,24.0,100.0,82.227,4.0,-8.0
1743,24.0,200.0,78.436,4.0,-8.0
1744,24.0,400.0,57.109,4.0,-8.0
1745,48.0,25.0,97.867,4.0,-8.0
1746,48.0,50.0,91.469,4.0,-8.0
1747,48.0,100.0,86.256,4.0,-8.0
1748,48.0,200.0,77.962,4.0,-8.0
1749,48.0,400.0,55.924,4.0,-8.0
1750,72.0,25.0,90.047,4.0,-8.0
1751,72.0,50.0,87.441,4.0,-8.0
1752,72.0,100.0,77.962,4.0,-8.0
1753,72.0,200.0,68.483,4.0,-8.0
1754,72.0,400.0,43.365,4.0,-8.0
1755,24.0,25.0,98.832,4.0,-8.0
1756,24.0,50.0,90.888,4.0,-8.0
1757,24.0,100.0,89.486,4.0,-8.0
1758,24.0,200.0,79.907,4.0,-8.0
1759,24.0,400.0,54.206,4.0,-8.0
1760,48.0,25.0,96.262,4.0,-8.0
1761,48.0,50.0,89.486,4.0,-8.0
1762,48.0,100.0,84.112,4.0,-8.0
1763,48.0,200.0,78.972,4.0,-8.0
1764,48.0,400.0,54.673,4.0,-8.0
1765,72.0,25.0,98.131,4.0,-8.0
1766,72.0,50.0,88.318,4.0,-8.0
1767,72.0,100.0,85.28,4.0,-8.0
1768,72.0,200.0,65.187,4.0,-8.0
1769,72.0,400.0,47.897,4.0,-8.0
1770,24.0,25.0,98.293,4.0,-8.0
1771,24.0,50.0,93.902,4.0,-8.0
1772,24.0,100.0,87.317,4.0,-8.0
1773,24.0,200.0,79.268,4.0,-8.0
1774,24.0,400.0,50.0,4.0,-8.0
1775,48.0,25.0,92.927,4.0,-8.0
1776,48.0,50.0,95.61,4.0,-8.0
1777,48.0,100.0,91.951,4.0,-8.0
1778,48.0,200.0,74.878,4.0,-8.0
